libellé métier;lien site onisep.fr;nom publication;collection;année;gencod;GFE;code ROME;libellé ROME;lien ROME;domaine/sous-domaine ONISEP
secrétaire;http://www.onisep.fr/http/redirection/metier/identifiant/10045;;Fiches métiers / onisep.fr;;;Q : Commerce, gestion, finances;M1607;Secrétariat;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1607;gestion des entreprises, comptabilité/secrétariat
développeur / développeuse informatique;http://www.onisep.fr/http/redirection/metier/identifiant/10053;Les métiers du jeu vidéo;Parcours;2019;9782273014502;P : Gestion et traitement de l'information (informatique, statistique, documentation);M1805;Études et développement informatique;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1805;informatique, internet/développement - programmation -  logiciel
vendeur / vendeuse en magasin;http://www.onisep.fr/http/redirection/metier/identifiant/10071;Les métiers du commerce alimentaire de proximité;Zoom sur les métiers;2020;9782273014915;Q : Commerce, gestion, finances;D1214;Vente en habillement et accessoires de la personne;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=D1214;"commerce, marketing, vente/grande distribution et petits commerces ; commerce, marketing, vente/marketing - vente"
vendeur / vendeuse en magasin;http://www.onisep.fr/http/redirection/metier/identifiant/10071;Les métiers du commerce alimentaire de proximité;Zoom sur les métiers;2020;9782273014915;Q : Commerce, gestion, finances;D1106;Vente en alimentation;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=D1106;"commerce, marketing, vente/grande distribution et petits commerces ; commerce, marketing, vente/marketing - vente"
officier / officière de la marine marchande;http://www.onisep.fr/http/redirection/metier/identifiant/10133;Les métiers du transport et de la logistique;Parcours;2019;9782273014533;O : Transport, logistique;N3101;Encadrement de la navigation maritime;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=N3101;logistique - transport/transport
directeur / directrice d'hôtel;http://www.onisep.fr/http/redirection/metier/identifiant/10145;Les métiers de l'hôtellerie et de la restauration;Parcours;2018;9782273013895;S : Hôtellerie, tourisme, loisirs;G1402;Management d'hôtel-restaurant;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=G1402;"gestion des entreprises, comptabilité/administration de l'entreprise ; hôtellerie - restauration - tourisme/hôtellerie ; hôtellerie - restauration - tourisme/tourisme"
employé / employée de restaurant;http://www.onisep.fr/http/redirection/metier/identifiant/10158;Les métiers de l'hôtellerie et de la restauration;Parcours;2018;9782273013895;S : Hôtellerie, tourisme, loisirs;G1803;Service en restauration;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=G1803;hôtellerie - restauration - tourisme/restauration
garçon de café;http://www.onisep.fr/http/redirection/metier/identifiant/10160;Les métiers de l'hôtellerie et de la restauration;Parcours;2018;9782273013895;S : Hôtellerie, tourisme, loisirs;G1801;Café, bar brasserie;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=G1801;hôtellerie - restauration - tourisme/restauration
attaché / attachée de presse;http://www.onisep.fr/http/redirection/metier/identifiant/10192;Les métiers de l'information et de la communication;Parcours;2018;9782273013901;U : Communication, médias;E1103;Communication;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=E1103;information-communication, audiovisuel/communication
médecin généraliste;http://www.onisep.fr/http/redirection/metier/identifiant/10216;Les métiers du médical;Parcours;2019;9782273014519;R : Santé, social, soins personnels;J1102;Médecine généraliste et spécialisée;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=J1102;santé - social - sport/médical
auxiliaire de puériculture;http://www.onisep.fr/http/redirection/metier/identifiant/10226;Les métiers des associations de l'aide et du soin à domicile;Zoom sur les métiers;2017;9782273013628;R : Santé, social, soins personnels;J1304;Aide en puériculture;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=J1304;santé - social - sport/paramédical
ambulancier / ambulancière;http://www.onisep.fr/http/redirection/metier/identifiant/10236;Les métiers du transport routier et de la logistique;Zoom sur les métiers;2018;9782273013659;R : Santé, social, soins personnels;J1305;Conduite de véhicules sanitaires;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=J1305;"logistique - transport/transport ; santé - social - sport/paramédical"
audioprothésiste;http://www.onisep.fr/http/redirection/metier/identifiant/10239;Les métiers du paramédical;Parcours;2017;9782273013314;R : Santé, social, soins personnels;J1401;Audioprothèses;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=J1401;santé - social - sport/paramédical
sous-officier / sous-officière de l'armée de terre;http://www.onisep.fr/http/redirection/metier/identifiant/10276;Les métiers de la défense;Parcours;2016;9782273012362;T : Environnement, nettoyage, sécurité;K1701;Personnel de la Défense;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1701;"armée, sécurité/défense publique ; armée, sécurité/sécurité prévention"
contremaître;http://www.onisep.fr/http/redirection/metier/identifiant/10320;Les métiers de l'électronique et de la robotique;Parcours;2015;9782273012317;J : Transformation des matériaux, procédés (biologie, chimie, physique);H1401;Management et ingénierie gestion industrielle et logistique;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1401;"logistique - transport/logistique ; matières premières, fabrication, industries/fabrication - productique ; matières premières, fabrication, industries/méthodes industrialisation ; mécanique/mécanique (généralités)"
technicien / technicienne qualité;http://www.onisep.fr/http/redirection/metier/identifiant/10321;Les métiers du livre;Parcours;2017;9782273013260;J : Transformation des matériaux, procédés (biologie, chimie, physique);H1503;Intervention technique en laboratoire d'analyse industrielle;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1503;"matières premières, fabrication, industries/agroalimentaire ; matières premières, fabrication, industries/fabrication - productique ; matières premières, fabrication, industries/maintenance - qualité"
employé/e de chai;http://www.onisep.fr/http/redirection/metier/identifiant/10347;Les métiers du goût et des saveurs;Parcours;2018;9782273013888;K : Production alimentaire;A1413;Fermentation de boissons alcoolisées;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=A1413;matières premières, fabrication, industries/agroalimentaire
administrateur / administratrice réseaux;http://www.onisep.fr/http/redirection/metier/identifiant/10383;Les métiers de l'informatique;Parcours;2017;9782273013291;P : Gestion et traitement de l'information (informatique, statistique, documentation);M1801;Administration de systèmes d'information;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1801;"électricité - électronique - robotique/télécommunications ; informatique, internet/systèmes et réseaux"
matelot de la marine marchande;http://www.onisep.fr/http/redirection/metier/identifiant/100238;Les métiers de marins;Zoom sur les métiers;2017;9782273013611;O : Transport, logistique;N3102;Equipage de la navigation maritime;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=N3102;logistique - transport/transport
monteur-câbleur / monteuse-câbleuse;http://www.onisep.fr/http/redirection/metier/identifiant/100249;;Fiches métiers / onisep.fr;;;H : Electricité, énergie, électronique;H2602;Câblage électrique et électromécanique;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H2602;"électricité - électronique - robotique/électronique ; électricité - électronique - robotique/électrotechnique"
électricien installateur / électricienne installatrice;http://www.onisep.fr/http/redirection/metier/identifiant/100255;Les métiers de l'énergie;Parcours;2016;9782273012812;H : Electricité, énergie, électronique;F1602;Électricité bâtiment;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=F1602;"construction - architecture - travaux publics/équipement technique ; électricité - électronique - robotique/électrotechnique"
agent / agente de propreté et d'hygiène;http://www.onisep.fr/http/redirection/metier/identifiant/100292;Les métiers de la propreté et des services associés;Zoom sur les métiers;2017;9782273013796;T : Environnement, nettoyage, sécurité;K2204;Nettoyage de locaux;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K2204;environnement - énergies - propreté/propreté
maraîcher / maraîchère;http://www.onisep.fr/http/redirection/metier/identifiant/100320;;Fiches métiers / onisep.fr;;;A : Agriculture;A1414;Horticulture et maraîchage;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=A1414;agriculture, animaux/cultures
formateur / formatrice en informatique;http://www.onisep.fr/http/redirection/metier/identifiant/100362;Les métiers de la Grande Ecole du Numérique;Zoom sur les métiers;2019;9782273014854;P : Gestion et traitement de l'information (informatique, statistique, documentation);K2111;Formation professionnelle;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K2111;"informatique, internet/informatique (généralités) ; lettres, langues - enseignement/enseignement"
testeur / testeuse;http://www.onisep.fr/http/redirection/metier/identifiant/100365;Les métiers du web;Parcours;2015;9782273012270;P : Gestion et traitement de l'information (informatique, statistique, documentation);M1805;Études et développement informatique;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1805;"information-communication, audiovisuel/multimédia ; informatique, internet/développement - programmation -  logiciel ; informatique, internet/informatique de gestion ; informatique, internet/systèmes et réseaux"
ingénieur / ingénieure en génie climatique;http://www.onisep.fr/http/redirection/metier/identifiant/100407;Les métiers de l'énergie;Parcours;2016;9782273012812;H : Electricité, énergie, électronique;F1106;Ingénierie et études du BTP;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=F1106;"construction - architecture - travaux publics/équipement technique ; environnement - énergies - propreté/énergies"
commercial / commerciale à bord des trains;http://www.onisep.fr/http/redirection/metier/identifiant/100415;Les métiers du transport et de la logistique;Parcours;2019;9782273014533;O : Transport, logistique;N4302;Contrôle des transports en commun;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=N4302;armée, sécurité/sécurité prévention
illustrateur / illustratrice;http://www.onisep.fr/http/redirection/metier/identifiant/100427;Les métiers du design;Parcours;2019;9782273014595;U : Communication, médias;B1101;Création en arts plastiques;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=B1101;"arts, culture, artisanat/arts graphiques ; arts, culture, artisanat/arts plastiques"
courtier / courtière;http://www.onisep.fr/http/redirection/metier/identifiant/100461;Les métiers de la banque, de la finance et de l'assurance;Parcours;2016;9782273012829;Q : Commerce, gestion, finances;C1103;Courtage en assurances;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=C1103;banque - assurances - immobilier/assurances
mandataire judiciaire;http://www.onisep.fr/http/redirection/metier/identifiant/100473;Les métiers du droit;Parcours;2016;9782273012843;W : Droit, enseignement, recherche en sciences humaines;;;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=;"économie - droit - politique/activité judiciaire ; gestion des entreprises, comptabilité/comptabilité"
